cellnumber,    x-coordinate,    y-coordinate,        pressure,     temperature,          y-plus,       heat-flux,face-area-magnitude
123,0.0449430132913,0.10100826966,227821.784658,662.491515416,0.346501562054,-148752.609299,0.000390740475846
124,0.0447912169381,0.101368319491,227434.221383,662.718819448,0.346838623872,-148268.496139,0.000390740387398
125,0.0446389222558,0.101728158624,227049.099941,662.941461609,0.347199219852,-147793.843188,0.00039074012341
126,0.0444861171561,0.10208778095,226668.417479,663.159077882,0.347585571556,-147333.197654,0.00039073974072
127,0.0443327895506,0.102447180358,226294.493903,663.372067897,0.34799005245,-146886.53944,0.000390739297576
128,0.0441789273512,0.102806350739,225929.04845,663.580319483,0.348395224086,-146453.524541,0.000390738853632
129,0.0440245184696,0.103165285982,225572.394611,663.78457685,0.348789713672,-146029.676881,0.000390738469952
130,0.0438695508176,0.103523979977,225224.26491,663.984574278,0.349173662455,-145614.750905,0.000390738209011
131,0.0437140123069,0.103882426614,224884.655198,664.180118879,0.349558518003,-145213.227919,0.00039073813469
132,0.0435578908493,0.104240619783,224554.953566,664.371526209,0.349953047588,-144828.360095,0.000390738312279
133,0.0434011743565,0.104598553375,224237.68981,664.559069802,0.350341384737,-144462.114324,0.000390738808476
134,0.0432438507403,0.104956221278,223933.093297,664.742893747,0.35067439985,-144107.099449,0.000390739691388
135,0.0430859079125,0.105313617384,223636.170153,664.922985421,0.35091870183,-143748.808784,0.000390741030525
136,0.0429273337699,0.105670735573,223340.268682,665.099673934,0.351101186667,-143381.450038,0.000390742893554
137,0.0427681140581,0.106027568511,223041.865113,665.273726855,0.351280627998,-143016.036531,0.000390744893565
138,0.0426082280401,0.106384105202,222740.55075,665.44566465,0.351478278205,-142654.118089,0.00039074621615
139,0.0424476501051,0.106740331893,222437.19202,665.615724476,0.351692715157,-142289.748729,0.00039074691452
140,0.0422863541144,0.107096234536,222134.014296,665.784475204,0.351938827453,-141930.529616,0.000390747164353
141,0.0421243139293,0.10745179908,221834.182125,665.952036269,0.352216022597,-141583.18785,0.000390747148086
142,0.041961503411,0.107807011477,221540.632132,666.118489923,0.352509706881,-141251.873895,0.000390747054916
143,0.0417978964209,0.108161857676,221255.371331,666.284773672,0.352795750086,-140932.714506,0.000390747080801
144,0.0416334668201,0.108516323629,220978.436535,666.450722912,0.353028895941,-140619.150847,0.00039074742846
145,0.0414681884701,0.108870395284,220704.487528,666.615528194,0.353168348247,-140301.858114,0.000390748307373
